Cidade,Área,Impostos,Seguro,Total
Gotham,103,137,6,2776
Gotham,93,209,30,3489
Metrópolis,83,59,14,1653
Gotham,158,589,45,6124
Gotham,700,1542,128,10170
Gotham,208,384,89,9222
Gotham,150,0,75,6625
Gotham,135,343,111,10470
Gotham,530,1334,144,11000
Gotham,70,0,20,2270
Gotham,335,650,94,6944
Gotham,87,216,73,6530
Gotham,49,13,36,3444
Gotham,108,435,71,7396
Gotham,35,42,16,1058
Gotham,150,0,38,2538
Gotham,92,0,87,6947
Gotham,80,0,77,9527
Gotham,32,174,41,4226
Gotham,38,34,32,2960
Gotham,87,200,18,2468
Gotham,38,120,33,3448
Gotham,65,34,19,1253
Gotham,100,118,62,4280
Gotham,126,0,33,3183
Gotham,84,0,34,2234
Gotham,70,179,37,4166
Gotham,160,223,116,8217
Metrópolis,85,75,17,2042
Gotham,37,0,12,3025
Metrópolis,94,88,16,1829
Metrópolis,138,84,89,8173
Gotham,96,30,46,4118
Gotham,41,17,31,3223
Metrópolis,208,100,48,3328
Gotham,35,0,16,1616
Gotham,45,33,13,1411
Gotham,230,633,102,11310
Gotham,200,500,53,4053
Gotham,255,1484,32,8016
Gotham,600,748,106,7854
Gotham,37,0,16,2912
Gotham,36,19,15,1496
Gotham,100,25,17,1142
Gotham,75,9,23,1532
Gotham,150,42,39,3781
Gotham,40,74,42,3786
Gotham,400,1250,121,9371
Metrópolis,500,392,160,11180
Gotham,35,275,26,4001
Gotham,11,42,27,2469
Gotham,275,1250,87,11440
Gotham,54,36,49,4652
Gotham,143,539,107,10950
Metrópolis,64,129,25,2854
Gotham,157,347,58,6230
Gotham,28,42,26,2518
Gotham,113,591,51,6242
Gotham,110,262,58,5950
Gotham,90,0,24,3469
Gotham,34,0,37,2937
Gotham,55,0,24,2268
Gotham,101,330,59,5769
Gotham,72,200,51,5151
Metrópolis,25,0,13,1313
Gotham,45,69,18,1487
Gotham,360,2084,39,9923
Gotham,90,0,28,1828
Gotham,50,114,18,1786
Metrópolis,55,69,18,1787
Metrópolis,250,602,34,2836
Gotham,49,0,29,2693
Gotham,45,0,17,1657
Metrópolis,104,69,9,1378
Gotham,250,472,106,7578
Metrópolis,75,74,17,1990
Gotham,25,31,14,1094
Gotham,56,0,19,1869
Gotham,88,150,44,4394
Gotham,60,0,20,2040
Gotham,50,0,25,2267
Gotham,96,285,108,10020
Gotham,80,50,15,1187
Gotham,270,1167,98,7765
Metrópolis,90,130,20,2395
Gotham,96,159,32,3486
Gotham,80,0,23,2393
Gotham,210,690,70,9230
Gotham,144,109,76,5185
Gotham,90,850,18,3917
Metrópolis,82,153,20,2223
Gotham,35,30,13,1020
Gotham,65,150,25,1775
Gotham,23,42,27,2568
Metrópolis,50,0,13,1013
Metrópolis,214,227,75,8218
Gotham,90,50,39,4089
Gotham,250,317,70,4987
Metrópolis,330,650,65,8515
Gotham,170,594,106,10990
Gotham,250,458,76,5534
Metrópolis,54,0,45,3945
Gotham,378,285,91,6376
Gotham,70,205,40,4195
Gotham,80,135,54,5287
Gotham,52,130,51,4631
Gotham,180,500,58,7958
Gotham,80,0,16,1874
Gotham,250,417,106,7523
Gotham,90,84,30,3344
Gotham,52,0,10,2813
Metrópolis,110,50,23,1573
Gotham,150,189,68,4757
Gotham,78,161,17,2052
Metrópolis,83,42,20,2662
Gotham,67,55,20,1375
Gotham,60,23,44,3967
Gotham,136,115,45,4398
Gotham,20,35,14,1149
Gotham,78,150,31,3931
Gotham,42,160,9,3195
Gotham,300,700,92,10990
Gotham,140,394,51,5315
Metrópolis,150,167,20,1507
Gotham,200,250,50,3600
Gotham,112,417,51,5218
Gotham,380,667,85,11240
Gotham,220,500,77,9077
Gotham,280,0,96,9596
Metrópolis,34,70,9,1209
Gotham,24,0,21,1411
Gotham,72,84,45,4245
Gotham,45,80,25,1705
Gotham,38,0,32,2912
Gotham,75,0,51,4551
Gotham,180,218,51,5569
Gotham,220,996,77,9094
Gotham,352,479,130,9209
Gotham,80,0,16,1216
Gotham,74,0,39,4034
Gotham,103,465,21,3310
Gotham,45,0,70,8590
Gotham,249,57,65,4422
Gotham,65,20,25,2495
Gotham,182,542,44,6086
Gotham,68,0,24,2390
Gotham,106,0,26,2186
Gotham,78,230,21,2621
Gotham,130,489,36,4615
Gotham,100,120,50,4875
Gotham,240,0,61,4061
Gotham,100,317,50,3667
Gotham,55,0,11,1816
Gotham,70,106,51,5211
Gotham,84,0,11,3435
Metrópolis,58,39,11,1190
Gotham,55,58,23,2389
Gotham,147,309,46,5112
Gotham,55,110,13,1523
Gotham,236,1261,64,9152
Gotham,60,0,13,813
Gotham,211,752,68,5321
Gotham,49,4,13,1387
Gotham,300,1875,41,6776
Gotham,62,156,18,2324
Gotham,350,507,106,7613
Gotham,100,90,21,2590
Gotham,60,8,22,2360
Gotham,60,19,30,2999
Metrópolis,92,144,28,3176
Gotham,165,100,73,4973
Gotham,50,59,23,2386
Metrópolis,40,70,16,1606
Gotham,300,267,128,8895
Gotham,24,0,26,2496
Gotham,65,84,23,1607
Metrópolis,47,13,7,1013
Gotham,55,0,49,4399
Gotham,50,126,32,3510
Gotham,234,1210,64,10020
Gotham,40,25,14,939
Gotham,30,167,28,2045
Gotham,35,309,20,3829
Gotham,50,221,24,1795
Gotham,31,60,20,1930
Gotham,35,39,17,1476
Gotham,50,17,14,911
Gotham,167,732,39,6671
Gotham,33,313,19,3308
Gotham,40,100,19,1319
Gotham,172,890,112,11450
Gotham,50,73,26,2514
Gotham,68,125,39,3814
Gotham,84,413,41,5104
Gotham,170,665,51,6236
Gotham,162,545,70,7919
Gotham,330,0,107,7207
Metrópolis,270,560,92,10370
Gotham,154,742,56,6778
Gotham,87,282,28,4832
Gotham,50,210,39,4099
Gotham,300,250,64,4514
Metrópolis,70,44,22,1466
Gotham,58,130,61,5821
Gotham,250,565,76,5641
Gotham,55,0,17,1712
Gotham,90,0,21,2406
Gotham,335,0,58,8058
Gotham,250,430,61,4491
Gotham,20,130,23,2555
Gotham,72,342,65,7465
Gotham,20,130,23,2555
Gotham,73,62,18,1430
Gotham,280,100,56,3857
Gotham,141,372,55,6525
Gotham,180,2,71,4773
Gotham,38,0,39,3522
Gotham,55,17,14,961
Gotham,196,931,64,8415
Gotham,31,0,13,2052
Gotham,320,267,121,8708
Gotham,60,72,7,3073
Gotham,350,500,151,10650
Gotham,90,142,18,1560
Gotham,230,167,106,7273
Gotham,40,0,4,1167
Gotham,104,234,16,1850
Metrópolis,78,66,5,2300
Gotham,60,0,5,1916
Gotham,135,279,42,4989
Metrópolis,48,59,21,2185
Gotham,18,0,22,1742
Metrópolis,52,0,29,3509
Metrópolis,268,509,53,4852
Gotham,70,92,29,2661
Gotham,41,0,13,3613
Gotham,139,325,50,5845
Gotham,32,100,16,1646
Gotham,25,0,14,1693
Gotham,23,0,23,2253
Gotham,93,125,51,5096
Gotham,72,0,27,1767
Metrópolis,48,0,10,1311
Gotham,120,100,53,3653
Gotham,60,165,28,3358
Gotham,164,262,15,5340
Gotham,185,1081,90,11070
Gotham,100,46,40,2686
Gotham,47,114,29,3149
Gotham,350,992,154,11350
Gotham,110,333,68,6681
Metrópolis,104,69,9,1378
Metrópolis,70,40,16,1621
Gotham,92,0,24,2848
Gotham,33,112,36,3548
Gotham,70,60,23,1583
Gotham,47,38,16,1784
Metrópolis,159,334,32,3866
Metrópolis,160,135,52,3587
Gotham,110,1144,35,5095
Gotham,80,459,31,2490
Gotham,60,59,20,2279
Gotham,140,2500,46,5546
Gotham,41,110,41,2951
Gotham,70,142,39,2710
Gotham,100,0,20,2620
Gotham,183,834,64,8098
Gotham,125,293,92,9484
Gotham,350,450,50,3800
Gotham,116,90,23,2913
Gotham,39,19,16,1615
Gotham,63,0,45,4065
Metrópolis,52,46,10,1166
Gotham,60,67,30,2212
Gotham,160,750,60,7156
Gotham,70,138,13,1431
Gotham,385,1500,136,10640
Gotham,35,30,14,1144
Gotham,50,251,58,6014
Gotham,105,428,33,4091
Metrópolis,96,243,53,5033
Gotham,210,0,49,5749
Gotham,113,50,39,4089
Metrópolis,20,29,12,1348
Gotham,110,193,83,7948
Gotham,200,280,49,5499
Gotham,35,0,19,1469
Metrópolis,80,250,32,3342
Gotham,130,257,54,5901
Gotham,105,290,13,2964
Gotham,40,34,13,897
Gotham,343,1042,91,7133
Gotham,380,525,148,10470
Gotham,161,567,83,9691
Metrópolis,136,218,46,5096
Gotham,100,255,59,4194
Gotham,85,42,74,6386
Gotham,200,226,41,2977
Metrópolis,120,500,68,5068
Gotham,320,1750,66,8196
Gotham,56,23,26,2815
Gotham,59,100,22,2568
Gotham,68,37,23,2420
Gotham,197,514,36,5990
Gotham,80,0,28,2928
Gotham,96,81,39,4020
Gotham,55,0,41,4053
Gotham,104,10,51,5161
Gotham,63,83,22,2148
Gotham,128,71,87,6958
Metrópolis,130,182,34,2416
Gotham,56,48,19,1267
Gotham,20,130,23,2555
Gotham,35,30,13,1053
Gotham,65,207,42,4633
Gotham,72,0,30,3102
Gotham,20,130,23,2555
Metrópolis,180,15,31,2046
Gotham,340,1400,106,8506
Gotham,600,3000,51,9051
Metrópolis,171,275,26,3426
Metrópolis,55,45,9,1123
Gotham,230,343,109,7652
Gotham,120,750,63,8873
Gotham,49,0,20,1910
Gotham,40,59,13,922
Gotham,20,0,27,2087
Metrópolis,55,35,11,1280
Metrópolis,60,30,20,1350
Gotham,100,125,43,2968
Gotham,87,321,30,4009
Metrópolis,137,257,49,5282
Gotham,90,266,70,7036
Gotham,49,0,27,4447
Gotham,48,103,20,2108
Gotham,35,30,14,1144
Gotham,96,273,51,5124
Metrópolis,197,500,115,11320
Gotham,40,0,22,2507
Gotham,70,125,49,5318
Gotham,140,417,82,9209
Gotham,248,1531,136,10670
Gotham,48,182,26,3118
Gotham,25,25,17,1142
Gotham,192,0,42,2792
Gotham,20,130,23,2555
Gotham,106,68,39,4207
Gotham,57,194,61,5824
Gotham,197,1167,83,10150
Gotham,58,200,60,5710
Gotham,80,130,20,1722
Gotham,100,140,35,3743
Gotham,250,800,36,5936
Gotham,76,0,65,5915
Gotham,300,1250,74,11100
Gotham,200,184,28,2012
Metrópolis,162,181,68,6879
Gotham,25,64,27,2522
Gotham,85,116,42,4358
Gotham,50,125,58,5383
Gotham,137,418,36,5404
Gotham,170,559,89,9448
Gotham,25,60,28,2592
Gotham,59,143,50,4473
Gotham,143,625,58,6283
Gotham,140,484,30,4314
Gotham,58,22,29,2876
Gotham,55,0,24,2254
Gotham,67,0,16,1693
Metrópolis,45,20,13,1183
Gotham,280,0,102,11100
Gotham,60,69,11,3350
Gotham,60,0,17,2147
Gotham,35,0,21,2165
Gotham,264,488,91,6579
Gotham,90,0,29,3248
Gotham,61,134,54,5152
Metrópolis,280,380,53,3933
Gotham,215,275,73,5148
Gotham,120,134,44,5378
Gotham,64,0,25,2520
Gotham,50,0,90,8880
Gotham,200,407,128,9035
Gotham,247,234,44,4428
Metrópolis,76,130,39,4138
Gotham,60,126,58,5664
Gotham,180,84,38,2722
Gotham,58,184,22,2723
Metrópolis,113,92,16,2028
Gotham,94,314,15,3417
Gotham,60,0,16,1616
Gotham,132,192,48,3370
Gotham,23,40,26,2501
Gotham,34,22,29,2661
Gotham,20,0,14,1044
Gotham,206,214,53,3767
Gotham,130,0,31,2474
Metrópolis,62,0,20,1288
Metrópolis,50,20,9,1161
Gotham,45,50,19,1799
Gotham,77,100,33,4033
Gotham,102,0,41,3921
Gotham,46,0,16,1216
Gotham,110,300,32,4432
Gotham,70,108,40,3926
Gotham,118,25,31,2636
Gotham,15,0,16,1216
Gotham,40,95,41,3920
Gotham,111,466,102,9968
Metrópolis,45,0,25,1975
Gotham,49,217,102,10320
Gotham,40,17,12,809
Metrópolis,113,200,23,2983
Gotham,110,350,16,2766
Gotham,68,36,20,2067
Gotham,90,234,34,3618
Gotham,56,209,45,4604
Gotham,172,834,89,10020
Gotham,190,48,77,7889
Metrópolis,306,422,38,2960
Gotham,100,0,37,3957
Gotham,200,417,108,11130
Gotham,72,0,19,2319
Gotham,59,0,20,2109
Gotham,384,1050,151,11200
Gotham,200,292,68,4860
Gotham,210,0,51,6551
Gotham,49,100,26,2791
Gotham,133,160,35,3721
Gotham,280,0,84,9037
Gotham,130,167,68,4735
Gotham,114,952,47,5957
Gotham,200,834,58,7992
Metrópolis,600,916,76,9292
Gotham,88,0,77,7277
Metrópolis,28,0,18,1408
Gotham,50,0,15,1585
Gotham,84,63,37,3768
Metrópolis,48,42,13,1255
Gotham,160,250,53,3803
Gotham,60,0,25,2414
